273,96.452,20.64,18.038
276.63,82.742,20.83,18.208
277.86,77.986,21.28,18.609
280.99,74.11,21.26,18.587
282.82,71.259,21.2,18.537
285.51,78.212,21.11,18.451
286.66,88.109,20.77,18.151
285.36,103.16,20.49,17.92
279.87,110.06,20.59,18
272.59,118.07,20.26,17.72
265.79,125.43,20.24,17.69
258.74,135.14,19.92,17.42
251.71,141.12,20.07,17.54
246.47,146.88,20.27,17.72
242.58,148.8,20.65,18.06
241.11,145.89,20.87,18.24
239.37,138.24,20.58,17.98
238.77,125.59,20.78,18.17
241.67,120.03,20.95,18.32
247.95,114.65,21.11,18.45
254.35,111.67,20.96,18.32
255.82,118.32,20.85,18.23
246.81,120.23,20.67,18.08
240.62,114.15,21.15,18.49
237.1,117.45,20.95,18.31
236.09,113,21.3,18.62
237.06,120.36,21.19,18.53
237.95,128.92,20.89,18.27
235.13,136.64,20.79,18.17
229.21,140.06,20.59,18.01
224.83,143.68,20.89,18.26
221.69,146.44,20.65,18.05
218.38,141.63,20.84,18.22
215.76,138.22,20.74,18.13
214.46,133.62,20.92,18.3
215.2,140.05,21.1,18.45
216.62,143.8,20.91,18.27
218.11,146.25,20.74,18.13
220.28,144.86,20.84,18.22
222.32,147.21,20.56,17.97
222.28,142.97,20.57,17.98
220.11,141.16,20.95,18.31
220.03,141.17,20.96,18.33
220.82,141.54,21.15,18.49
221.61,143.26,21.15,18.49
221.86,145.21,21.16,18.5
222.53,148.93,21.2,18.53
223.23,151.76,21.05,18.41
223.86,154.29,21.02,18.38
224.79,156.14,21.01,18.37
225.75,157.35,21.11,18.46
226.49,155.16,20.9,18.28
227.68,150.94,21.17,18.52
230.57,147.8,21.04,18.39
233.85,144.99,21.14,18.48
238.81,143.07,21.02,18.38
241.97,138.81,21.01,18.36
243.51,131.87,21.13,18.47
245.34,126.36,21.21,18.54
248.4,125.38,21.53,18.83
249.94,122.92,21.36,18.68
249.15,120.5,21.5,18.8
249.54,118.45,21.57,18.86
251.44,122.46,21.59,18.88
251.43,122.66,21.43,18.75
249.54,121.06,21.52,18.82
247.57,122.16,21.68,18.96
245.51,125.39,21.6,18.89
244.65,131.21,21.44,18.75
243.74,135.42,21.48,18.78
242.11,135.09,21.61,18.9
241.29,134.27,21.53,18.83
241.08,135.2,21.59,18.87
239.79,136.12,21.54,18.83
238.38,135.88,21.53,18.82
234.95,136.36,21.72,18.99
231.99,138.07,21.63,18.91
229.29,140.95,21.86,19.11
227.67,144.32,21.75,19.02
226.71,146.84,21.66,18.94
225.88,148.35,21.59,18.88
225.59,151.84,21.38,18.7
225.94,156.21,21.31,18.63
226.67,160.21,21.3,18.62
227.56,162.77,21.17,18.5
227.94,164.15,21.18,18.52
228.98,162.16,21.06,18.41
231.16,157.17,20.94,18.31
233.8,151.33,21.11,18.45
236.02,147.6,21.32,18.65
236.18,144.74,21.4,18.71
234.34,145.27,21.55,18.85
230.68,146.92,21.34,18.65
225.71,148.75,21.46,18.76
222.08,152.01,21.48,18.78
220.13,154.75,21.46,18.76
219.39,155.12,21.54,18.84
219.5,156.34,21.33,18.65
219.6,157.01,21.65,18.93
219.95,160.61,21.52,18.82
220.34,160.54,21.42,18.73
220.14,160.1,21.56,18.86
220.72,161.82,21.42,18.73
222.45,164.27,21.52,18.81
224.4,163.05,21.5,18.8
226.93,162.97,21.4,18.71
230.73,165.82,21.46,18.76
235.15,165.54,21.38,18.69
240.59,164.05,21.26,18.59
246.12,163.41,21.28,18.6
252.03,168.23,21.37,18.69
256.24,174.62,21.29,18.62
258.75,182.89,21.29,18.61
260.51,184.65,21.47,18.77
259.12,181.26,21.43,18.73
253.97,174.11,21.55,18.85
249.48,169.1,21.75,19.02
246.98,163.65,21.73,19
245.86,159.86,21.79,19.06
244.98,155.97,21.97,19.22
245.52,153.69,21.87,19.12
247.12,149.76,21.9,19.14
248.51,145.48,22.03,19.26
249,140.26,22.07,19.3
249.64,138.9,22.29,19.49
251.33,140.85,22.21,19.42
251.32,140.88,22.15,19.37
250.73,143.79,22.14,19.36
250.05,146.34,22.15,19.37
248.85,144.77,21.97,19.22
246.35,135.1,22.06,19.29
244.94,126.55,22.3,19.51
245.59,121.16,22.28,19.49
246.37,114.73,22.26,19.47
246.36,108.23,22.41,19.61
246.76,104.92,22.55,19.72
248.42,107.21,22.34,19.54
249.61,111.5,22.41,19.6
249.52,112.07,22.42,19.61
249.67,109.6,22.4,19.58
250.28,104.43,22.46,19.64
252.99,101.25,22.43,19.61
256.66,95.356,22.06,19.294
259.62,89.264,22.43,19.626
263.05,86.6,22.49,19.66
265.21,87.862,22.76,19.908
266.31,90.262,22.65,19.808
264.72,91.89,22.69,19.85
261.8,94.538,22.49,19.672
259.07,96.938,22.55,19.722
256.93,99.258,22.54,19.712
254.77,102.31,22.33,19.53
253.74,106.4,22.42,19.61
252.93,108.34,22.36,19.56
252.88,107.52,22.37,19.56
253.02,105.62,22.3,19.5
254.47,105.62,22.24,19.45
257.45,108.22,22.27,19.48
260.3,109.62,22.09,19.32
261.49,108.2,22.11,19.34
262.03,108.13,22.16,19.38
263.14,108.45,22.22,19.43
264.17,110.82,21.98,19.23
264.48,112.83,22.15,19.37
265.37,115.43,22.06,19.29
265.57,116.28,22.19,19.4
265.57,117.04,22.12,19.34
265.58,116.37,22.18,19.4
266.77,114.56,21.99,19.23
268.6,112.42,22.19,19.41
271.06,109.07,22.11,19.34
273.72,105.98,22.23,19.45
277.36,104.87,22.29,19.5
280.47,104.08,22.31,19.51
282.23,104.14,22.27,19.48
283.92,107.07,22.3,19.5
284.84,110.58,22.23,19.45
284.23,112.28,22.36,19.56
282.01,109.43,22.32,19.52
279.99,107.59,22.39,19.59
280.29,106.33,22.51,19.69
282.11,103.76,22.57,19.75
283.65,99.968,22.59,19.762
283.64,96.932,22.74,19.898
283.84,95.349,22.72,19.871
285.15,94.694,22.71,19.866
285.44,95.164,22.87,20.006
284.68,96.596,22.89,20.014
284.3,101,22.98,20.1
284.31,106.67,22.71,19.86
283.14,111.84,22.87,20.01
280.41,113.84,22.65,19.81
279.32,119.14,22.76,19.91
280.23,127.81,22.78,19.93
281.68,136.07,22.48,19.66
281.9,139.26,22.36,19.56
281.35,139.33,22.46,19.65
280.91,137.43,22.42,19.61
280.33,134.08,22.75,19.9
279.24,128.42,22.95,20.08
277.22,121.31,22.89,20.02
275.13,114.49,23.21,20.31
274.37,113.41,23.37,20.45
274.02,115.74,23.46,20.53
272.45,115.77,23.47,20.54
271.28,114.22,23.46,20.53
272.35,115.09,23.58,20.63
274.92,118.17,23.51,20.57
276.01,119.4,23.61,20.66
275.64,120.01,23.63,20.68
276.28,124.23,23.49,20.55
278.32,128.77,23.32,20.41
279.05,128.69,23.3,20.39
277.74,122.6,23.24,20.33
276.79,115.04,23.49,20.55
277.83,113.3,23.8,20.82
277.57,117.32,23.82,20.84
274.45,122.28,23.66,20.7
269.5,119.44,23.72,20.74
265.96,118.33,23.89,20.9
264.8,119.27,24.01,21.01
264.99,116.03,23.97,20.97
266.66,111.58,24.21,21.18
270.6,112.39,24.21,21.19
273.7,115.9,24.22,21.2
274.9,118.7,24.11,21.1
275.47,121.58,24.06,21.05
274.46,123.39,24.29,21.25
272.72,124.25,24.39,21.34
270.83,126.34,24.35,21.31
268.28,128.68,24.37,21.33
264.94,126.97,24.48,21.42
261.83,126.01,24.53,21.47
260.23,127.92,24.57,21.5
259.86,129.34,24.64,21.56
259.08,128.04,24.76,21.67
257.87,126.29,25.13,21.99
257.79,126.15,25.24,22.09
259.26,127.07,25.18,22.03
261.27,128.96,25.27,22.12
262.71,130.34,25.32,22.17
262.58,127.86,25.4,22.23
262.32,129.09,25.52,22.34
261.29,130.84,25.59,22.4
259.03,130.24,25.39,22.22
256.93,128.11,25.66,22.46
256.36,126.77,25.85,22.63
257.58,127.35,25.91,22.68
259.02,127.34,25.75,22.55
259,123.96,25.9,22.67
259.25,122.05,25.8,22.59
259.06,119.02,25.96,22.73
258.3,116.61,26.11,22.85
258.42,116.56,26.1,22.84
258.37,117.36,26.1,22.85
256.62,116.98,26.14,22.89
254.21,116.32,26.18,22.93
253.33,116.1,26.3,23.03
253.32,114.5,26.31,23.03
253.42,115.83,26.31,23.03
253.94,117.96,26.12,22.86
254.84,118.35,26.2,22.93
255.21,118.08,26.18,22.93
254.9,116.04,26.18,22.92
254.67,114.61,26.25,22.98
256.22,117.45,26.23,22.96
257.3,121.44,26.28,23.01
257.4,125.65,26.2,22.94
257.68,131.28,25.96,22.72
259.01,136.45,25.92,22.69
259.03,137.94,25.86,22.64
257.38,135.45,25.97,22.74
256.42,131.29,26.13,22.88
256.02,126.36,26.3,23.03
255.8,125.05,26.91,23.56
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
251,122,28,26
249.54,118.37,27.76,25.78
248.76,113.58,27.35,25.39
249.73,108.39,27.59,25.62
252,106,27,22
254.99,108.41,27.2,22.17
256.27,112.5,27.41,22.34
256.88,115.61,27.35,22.28
257.08,117.56,27.07,22.05
256.88,116.46,26.79,21.82
255.79,111.68,27.17,22.13
256.79,109.86,27.8,22.65
259.37,112.14,27.57,22.47
259.61,113.06,27.55,22.44
258.98,111.75,27.29,22.24
259.81,111.25,26.77,21.81
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
261,117,27,23
262.96,128.62,26.78,22.81
261.87,135.34,26.87,22.88
259.04,138.34,26.69,22.73
256.4,140.88,27.01,23.01
254.95,144.09,27,23
253,143.97,27.14,23.12
251.56,142.43,27.23,23.19
251.44,142.31,27.49,23.42
252.03,143.61,27.39,23.34
252,140.84,27.34,23.29
252.24,136.41,27.7,23.6
253.79,135.23,27.9,23.76
256.1,136.03,28.07,23.91
257.36,135.65,28.2,24.03
258.31,134.72,27.97,23.82
259.2,135.17,28.2,24.03
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
262,121,24,24
262.97,119.61,24.38,24.38
264.64,124.2,24.28,24.29
263.87,126.13,24.25,24.25
261,124.42,24.12,24.12
258.78,124.55,24.41,24.41
257.44,122.29,24.49,24.49
257.47,118.38,24.49,24.49
257.48,113.2,24.6,24.6
256.81,109.29,24.78,24.79
257.36,110.77,24.9,24.9
257.82,117.51,24.87,24.87
255.6,127.61,24.15,24.16
251.74,136.72,24.29,24.28
249.3,140.1,24.02,24.02
248.04,138.22,24.24,24.24
NaN,NaN,NaN,NaN
247,130,28,26
250.41,130.58,28.05,26.05
253.09,129.38,27.95,25.96
253.84,125.83,28.02,26.02
253.58,121.64,28.24,26.23
254.19,121.97,28.11,26.1
256.29,126.01,28.14,26.14
256.41,129.75,28.16,26.14
254.71,131.03,28.31,26.29
253.66,131.28,28.26,26.25
253.3,132.49,28.41,26.39
254.46,134.04,28.33,26.3
255.9,131.29,28.16,26.15
255.25,125.56,28.53,26.5
255.82,126.26,28.81,26.76
258.51,129.99,28.47,26.43
